comentario;nota;data
O elevador Lacerda é um equipamento histórico, que deve ser visitado por quem deseja conhecer a  cultura local. Ele é o elo de ligação entre o pelourinho e o mercado modelo, então uma ótima alternativa é chegar pela manhã no mercado modelo, passear pelas galerias, apreciar o artesanato, subir pelo elevador Lacerda, almoçar no pelourinho e andar por suas ruas, sem muito compromisso e horário. ;4.0;jan de 2017
O Elevador Lacerda, para além de sua importância histórica, faz parte do cotidiano dos baianos, nos levando entre as cidades baixa e alta de Salvador. Adoro, vale a visita!;3.0;dez de 2016
A vista da parte de cima do elevador é muito bonita. Vale a pena conhecer por ser um grande ponto turístico de Salvador.;3.0;jan de 2017
Tem sua arquitetura diferenciada, porém como muitos pensam, mas quando chegam lá se decepcionam: não tem vista externa. O elevador é todo fechado,.Muito barato para descer próximo ao mercado. A vista é muito bonita;3.0;out de 2016
O elevador é útil para subir do Mercado Modelo aí Pelourinho e a vista é bonita, mas não chega a ser nada especial.;3.0;jan de 2017
O Elevador chama a atenção pela arquitetura externa e pela Vista que se obtém de cima. Liga a A cidade Alta (prefeitura) à praça do Mercado Modelo.Preço em Janeiro/2017 - R$ 0,15;4.0;jan de 2017
Paisagem surreal lá de cima...ver a cidade toda é fantástico de lindo.. ...valor mega barato para pegar o elevador...vale muito a pena ;5.0;jan de 2017
Como meio de trás porte tem seu apelo, pois para chegar a cidade baixa é prático. Como obra de engenharia é fantástica pela importância histórica. E a vista que proporciona e fantástica. ;5.0;jul de 2016
Ele é o cartão postal de Salvador. Rende ótimas fotos na Cidade Baixa e a vista lá de cima é imperdível. Faz a ligação entre a Cidade Baixa e a Cidade Alta, custa R$ 0,15 para subir.;5.0;dez de 2016
O turista chega imaginando  elevador fora do comum, com vista panorâmica e etc. Não é nada disso. É um elevador que foi construído pra suprir a necessidade de quem precisava ir da cidade baixa pra cidade alta e vice versa. A grande vista pra Baía é que é incrivelmente bonita. Eu gostei de conhecer a gostei de saber que faz parte da rotina dos moradores, não é apenas turístico. Tem guardas e policiamento em todos os horários que eu passei. De manhã, tarde e noite. Fui para o reveillon. ;5.0;jan de 2017
Sem duvidas foi a melhor solução para as pessoas da cidade!! Acredito que poderiam reformar o elevador e fazer um dos elevadores específicos para os turistas..  adoraria que ele fosse panorâmico!! ;3.0;jan de 2017
Não vá com grandes expectativas. O elevador não é panorâmico, é antigo e nem sempre todos estão funcionando. Vale a foto e a vista da área mais alta.;3.0;jan de 2017
Por apenas R$0,15 pega -se o elevador mais famoso do Brasil para que se possa avistar a paisagem mais linda da cidade de Salvador. Uma grande atração, imperdível! Pra quem chega de navio, caminha -se no máximo três quadras. Ainda pode -se visitar o Pelourinho e depois, tomando novamente o elevador, o Mercado Modelo. ;5.0;jan de 2017
Vc paga 0,15 ( quinze centavos) para subir ou descer ( da cidade alta para baixa vice e versa). O ruim é o calor que vc passa na fila para pegar. A subida é bem rápida ( se fosse panorâmico seria lindo!), em cima vc pode tirar uma foto com as baianas que ficam lá ( lógico pagando R$ 10,00). ;3.0;jan de 2017
Mesmo na zona do pelourinho onde várias pessoas vendem bolo de acarajé que é típico baiano e tem óptimo aspeto. Sabe muito a dendê caso queira arriscar provar;3.0;jan de 2017
Muito legal! Vale a pena por ser rápido e muito barato! Apenas 15 centavos por pessoa. Liga a cidade modera a cidade história. Muito bacana. Lá de cima tem uma vista espetacular.;5.0;jan de 2017
Não vale a pena gastar tempo com isso. Sem graça, sem emoção, sem nada.Só um elevador comum. Nunca mais;2.0;dez de 2016
Não se esqueça que se trata apenas de uma forma de descer mais rápido para cidade baixa. Você sairá muito próximo do mercado onde pode encontrar boas opções de lembrancinhas.;3.0;nov de 2016
É só um elevador. É lotado! Serve para transporte mesmo. Por fora até  é bonito, e tem uma vista bonita. Mas só.;3.0;jul de 2016
É simplesmente só um elevador! Não tem nada de mais nem de menos! Legal para tirar uma foto da paisagem e para conhecer o cento histórico! Mas até ele só por ele não vale mesmo! Muito cheio! ;3.0;jan de 2017
Pra entender a importância do elevador Lacerda é preciso saber que a obra é de 1873, o que pra época fez dele o primeiro elevador urbano do mundo e o mais alto do mundo quando inaugurado. Em uma época de poucos meios de transporte, o elevador encurtou a distância entre a cidade alta e a cidade baixa. Por isso a obra é um marco.Inclua naturalmente o elevador em um passeio ao Mercado Modelo para apreciar a vista la de cima no Pelourinho. ;4.0;jan de 2017
Apesar de ser de grande utilidade para o dia-a-dia da cidade é um lugar legal para dar uma passada.Ligando a cidade alta à baixa está linda obra arquitetônica é muito funcional, ajudando muito no sistema de transporte de Salvador. Visto como ponto turístico é para uma passada rápida e algumas fotos por fora. Por dentro é um lugar surjo e com um mirante, com vidros imundos e que mostram construções decadentes, abandonadas e que mostra como o nosso país cuida de sua história. ;4.0;jan de 2017
Vale pela vista de cima do elevador e é bem rápido descer para o mercado modelo por ele, muito melhor do que ir de carro ou ônibus.;5.0;set de 2016
No entardecer, sem dúvida, a melhor vista da Baía de todos os santos. O por do sol faz parecer cenário de filme. Os raios refletindo na construção do elevador Lacerda tornam o ponto turistico ainda mais bonito. O Elevador em si é bem normal e paga-se uma pequena tarifa de 0,15 por pessoa para descer e outros 0,15 para subir.Ponto imperdível também !;5.0;jan de 2017
Cada viagem custa R$ 0,15 por pessoa e nos leva da cidade baixa à cidade alta e vice-versa. Utilizamos nos dois roteiros, pois a cidade foi uma parada do cruzeiro, que ancora no porto que fica na cidade baixa. É um meio de transporte útil e rápido, as filas não são demoradas. A maioria dos usuários são moradores, que utilizam o elevador como meio de transporte. Por fora é bonito e interessante, mas por dentro não tem nada de atraente, apenas um Elevador com capacidade pra muita gente, não tem nada de diferente, não tem vista para rua. Inclusive achei meio claustrofóbico e nem quero imaginar como deve ser se ele encrencar no meio de uma viagem, que vai sempre lotada... Se não precisasse dele para ir da cidade baixa para alta, não usaria. ;2.0;dez de 2016
Cartão postal de Salvador une cidade alta e baixa com rapidez e por uma pechincha (atualmente R$ 0,15). Vale a visita. ;3.0;jan de 2017
Trata-se de um grande elevador que te leva em segundos da cidade alta para a cidade baixa, ou vice-versa. Pagamos R$ 0,15 por pessoa (em 02/01/2017). Estava bem policiado o local e arredores. Não marque bobeira com bolsas e carteiras (furtos), nem ande com jóias. Vá simples e com roupas confortáveis. local limpo. pensei que fosse entrar e ver a vista, mas o elevador é fechado - não dá pra ver a descida com vista panorâmica.;4.0;dez de 2016
Muito lindo presenciar o por do sol ao sair do elevador. Serviço rapido e barato, bem movimentado, mas tranquilo e limpo. Apenas os vidros das vidraças no topo estavam muito sujos. Uma pena, mas o espetaculo foi especial. ;4.0;jan de 2017
Infelizmente um dos pintos turísticos mais populares de Salvador e se encontra sempre sujo e mal cuidado. Frequentado por muitos usuários de drogas e trombadinhas. Mal policiado. Não indico para turistas.;1.0;jan de 2017
Achei meio largado, poderia ser mais pitoresco, atrativo, por ser um cartão postal. Ele te leva ao Pelourinho. Outra alternativa é seguir por uma estradinha próxima. Mas acaba sendo um recurso mais rápido.;3.0;jan de 2017
Ao visitar o Elevador Lacerda, a primeira coisa que se precisa saber é que: ele não é panromânico e sim um meio de transporte da população. Do alto se tem uma vista incrível da Baía de Todos os Santos. ;5.0;dez de 2016
É um lindo carto postal.  Mas é  muito.rápido para  curtir. De cima tem uma vista msrav o lhos a da Baía de Todos os Santos. Chegada ao Mercado Modelo;5.0;fev de 2016
Elevador que faz um trajeto de segundos entre a cidade alta e baixa de Salvador-BA. A vista panorâmica é nos arredores, o elevador é fechado. Custa apenas 0,15 centavos para utilizar o elevador. O local é policiado, mas não marque bobeira com bolsas e carteiras, celulares e jóias. ;3.0;dez de 2016
"A estrutura de como foi feito o elevador, sem sombras de duvidas é muito bom, mas ouvia tanto do elevador que quando eu peguei fiquei frustrará de tão rápido que foi a ""atração"". ";3.0;jan de 2017
Custa centavos, liga um lado ao outro da cidade. Não tem vista lá dentro. Mas a vista de cima é linda. Ao descer e atravessar a rua está no mercado modelo.;3.0;nov de 2016
O elevador Lacerda dá acesso à Cidade Alta, ao custo de R$0,15. É um dos principais pontos turísticos e cartão postal da cidade. Do alto, vê-se a Baía de Todos-os-Santos. Como em quase todos os locais turísticos e históricos de Salvador, poderia ser mais limpo.;3.0;dez de 2016
Se você estiver na parte baixa...Perto do mercado modelo a única coisa que vale visitar é o mercado..E só...E nem é tudo isto...Muitas bugigangas...Pouco artesanato local...Preços altos devidos aos cruzeiros que param muito próximo...O elevador em si te proporciona uma visão incrível dá orla... Imperdível!;4.0;jan de 2017
A vista do barrio alto vale a pena. Mas a praça do parte baixo proximo ao Mercado Modelo requer muita atenção pois é repleto de pessoas mau intencionados.;3.0;jan de 2017
Ponto Turístico barato e imperdível. Custa centavos para subir e descer do elevador. A vista é deslumbrante e vale boas fotos.;5.0;dez de 2016
a vista do alto é maravilhosa e quando decemos o elevador (que não é panoramico) saimos no mercado modelo. em cima tem a sorveteria cubana e eu gosto muito, sorvete de nata goiaba, eu recomendo.;2.0;fev de 2016
0,15 centavos para subir ou descer. No alto tem uma vista bonita mas a parte de baixo e o elevador em si é sujo e feio. Vale como transporte mas não como ponto turistico.;2.0;dez de 2016
"A entrada custa apenas alguns centavos e ao terminar a breve subida à vista é maravilhosa. O Elevador da acesso a ""Cidade Alta"" com diversas opções de loja e acesso ao Pelourinho.";4.0;jan de 2017
custa R$ 0,15 para subir e outros R$ 0,15 para descer. o elevador é totalmente fechado, não tem visão do exterior. De cima a paisagem é bem legal.;2.0;dez de 2016
Este é o cartao postal de Salvador. Voce pode apreciar um belo por do sol no andar de cima bem como descer e ter acesso rapido ao mercado modelo;3.0;jan de 2017
visual da costa com muitos turistas e ambulantes. Bonito local,porém falta infraestrutura para receber o volume de turistas. O preço da descida e ou subida do elevador é irrisório (R$ 0,15/trajeto/pessoa) e idosos não pagam.;4.0;dez de 2016
O Elevador Lacerda nome dado ao seu idealizador e projetista, substituiu o antigo que ia até a ladeira da montanha, e já passou por diversas reformas. Na parte de cima da cidade onde voce pode seguir para o Pelourinho, Igrejas etc, tem uma sorveteira Cubana, e uma bela vista da cidade baixa. Na cidade baixa, você encontrará o Mercado Modelo, logo em frente ao Elevador, experimentar uma caipirosca, e comprar artesanatos e lembranças.;4.0;fev de 2016
Vista de tirar o fôlego, muita história, preço acessível, ponto turístico quase que obrigatório. Deixem de conferir a sorveteria que na parte de cima do elevador;5.0;jan de 2017
À vista é linda , muito bonita mesmo . Porém o cheiro de xixi é insuportável , falta higiene . Lugar sujo , mal cuidado .;4.0;jan de 2017
O preço é excelente, custa centavos, e a visão lá em cima é bonita. Porém, o local é extremamente quente e mal cheiroso, sem nenhum sistema de ventilação e circulação de ar efetivo.;2.0;fev de 2016
O ELEVADOR LACERDA também é um ponto Turístico muito procurado. Assim, para quem quer passear por centros históricos e conhecer mais sobre a história de Salvador, vale a pena. A vista lá de cima é show.  Mas não indico fazer um tour por Salvador ficando no local mais que 1 dia. Esse é o tempo suficiente para conhecer todos os pontos com o passeio turístico de Ônibus. Depois disso, indico muito pegar a balsa e passar todos os outros dias em Morro do São Paulo (ILHA).;5.0;mai de 2016
O elevador possui uma boa vista da cidade. Ele é bem espaçoso e agradável de se visitar. O local é gostoso de se visitar.;4.0;jan de 2017
